temp[1],temp[2],tube_flowmeter[1],tube_flowmeter[2],tube_pressure[1],tube_pressure[2],tube_temp[1],tube_temp[2],anomaly
70.93,57.51,7.44,26.29,15.72,12.02,51.09,62.42,0
57.51,61.23,26.29,30.29,12.02,11.02,62.42,62.42,0
61.23,12.13,30.29,3.4,11.02,3.97,62.42,97.92,1
12.13,11.2,3.4,2.4,3.97,7.97,97.92,97.92,1
11.2,57.4,2.4,5.4,7.97,16.06,97.92,67.6,1
53.35,58.19,19.12,21.12,13.8,13.8,63.86,63.86,0
58.19,62.09,21.12,1.73,13.8,19.96,63.86,55.62,0
62.09,65.93,1.73,5.73,19.96,23.96,55.62,55.62,0
65.93,91.0,5.73,9.57,23.96,71.72,55.62,94.07,1
91.0,94.91,9.57,13.57,71.72,71.72,94.07,94.07,1
94.91,61.02,13.57,8.39,71.72,13.83,94.07,54.15,1
60.74,60.59,24.0,22.0,11.17,15.17,61.01,61.01,0
60.59,59.12,22.0,21.68,15.17,18.68,61.01,57.21,0
59.12,60.88,21.68,19.68,18.68,22.68,57.21,57.21,0
60.88,90.32,19.68,27.89,22.68,1.91,57.21,75.68,1
90.32,90.0,27.89,30.89,1.91,0.91,75.68,75.68,1
90.0,50.35,30.89,28.42,0.91,17.9,75.68,66.51,1
64.3,65.55,19.13,19.13,12.72,12.72,56.98,56.98,0
65.55,69.73,19.13,1.61,12.72,16.83,56.98,56.21,0
69.73,70.2,1.61,5.61,16.83,21.83,56.21,56.21,0
70.2,91.9,5.61,56.9,21.83,43.43,56.21,31.96,1
91.9,92.31,56.9,60.9,43.43,46.43,31.96,31.96,1
92.31,64.25,60.9,21.47,46.43,16.01,31.96,60.22,1
68.23,70.97,13.74,13.74,11.47,15.47,59.51,59.51,0
70.97,62.94,13.74,22.54,15.47,15.57,59.51,60.76,0
62.94,65.71,22.54,25.54,15.57,15.57,60.76,60.76,0
65.71,77.16,25.54,19.49,15.57,38.47,60.76,15.64,1
77.16,80.96,19.49,17.49,38.47,39.47,15.64,15.64,1
80.96,51.23,17.49,12.04,39.47,11.84,15.64,61.94,1
50.63,53.41,19.93,21.93,12.94,14.94,66.86,66.86,0
53.41,51.67,21.93,18.66,14.94,15.97,66.86,66.59,0
51.67,49.74,18.66,20.66,15.97,20.97,66.59,66.59,0
49.74,2.78,20.66,1.26,20.97,7.95,66.59,39.12,1
2.78,3.86,1.26,4.26,7.95,10.95,39.12,39.12,1
3.86,63.86,4.26,23.19,10.95,18.07,39.12,61.9,1
57.36,58.65,7.3,5.3,18.11,18.11,64.53,64.53,0
58.65,62.69,5.3,18.08,18.11,14.78,64.53,68.28,0
62.69,61.16,18.08,21.08,14.78,13.78,68.28,68.28,0
61.16,0.86,21.08,56.96,13.78,8.87,68.28,16.12,1
0.86,2.86,56.96,58.96,8.87,11.87,16.12,16.12,1
2.86,68.7,58.96,7.76,11.87,15.85,16.12,52.39,1
61.81,60.46,13.98,13.98,19.69,22.69,50.28,50.28,0
60.46,50.1,13.98,10.57,22.69,15.14,50.28,69.71,0
50.1,52.06,10.57,9.57,15.14,19.14,69.71,69.71,0
52.06,78.76,9.57,40.05,19.14,46.73,69.71,45.47,1
78.76,79.76,40.05,44.05,46.73,50.73,45.47,45.47,1
79.76,50.15,44.05,1.95,50.73,10.53,45.47,58.18,1
61.27,65.74,7.17,8.17,14.94,17.94,61.01,61.01,0
65.74,54.8,8.17,19.87,17.94,14.89,61.01,52.51,0
54.8,54.08,19.87,20.87,14.89,13.89,52.51,52.51,0
54.08,78.08,20.87,47.89,13.89,64.87,52.51,29.97,1
78.08,76.97,47.89,51.89,64.87,62.87,29.97,29.97,1
76.97,55.42,51.89,22.61,62.87,19.65,29.97,55.12,1
67.27,69.47,17.53,20.53,18.77,18.77,55.82,55.82,0
69.47,66.56,20.53,2.88,18.77,14.0,55.82,63.59,0
66.56,68.56,2.88,3.88,14.0,12.0,63.59,63.59,0
68.56,31.78,3.88,50.98,12.0,8.69,63.59,10.85,1
31.78,32.25,50.98,48.98,8.69,11.69,10.85,10.85,1
32.25,52.08,48.98,10.65,11.69,17.51,10.85,61.61,1
63.39,63.39,2.67,2.67,15.79,19.79,64.23,64.23,0
63.39,69.43,2.67,1.05,19.79,11.79,64.23,52.02,0
69.43,70.64,1.05,4.05,11.79,14.79,52.02,52.02,0
70.64,96.31,4.05,59.43,14.79,0.03,52.02,35.12,1
96.31,96.26,59.43,61.43,0.03,4.03,35.12,35.12,1
96.26,60.89,61.43,28.03,4.03,11.59,35.12,62.37,1
67.09,71.78,12.6,17.6,15.53,15.53,68.82,68.82,0
71.78,66.66,17.6,20.0,15.53,16.8,68.82,59.44,0
66.66,69.18,20.0,25.0,16.8,19.8,59.44,59.44,0
69.18,7.43,25.0,17.48,19.8,85.94,59.44,32.2,1
7.43,7.35,17.48,16.48,85.94,84.94,32.2,32.2,1
7.35,55.58,16.48,23.36,84.94,10.64,32.2,55.63,1
55.35,58.31,14.83,13.83,19.63,22.63,62.9,62.9,0
58.31,55.95,13.83,20.11,22.63,18.58,62.9,59.78,0
55.95,55.22,20.11,21.11,18.58,19.58,59.78,59.78,0
55.22,78.26,21.11,28.15,19.58,8.55,59.78,23.91,1
78.26,81.21,28.15,28.15,8.55,11.55,23.91,23.91,1
81.21,67.42,28.15,24.89,11.55,18.05,23.91,63.4,1
52.93,54.93,28.9,28.9,19.36,18.36,55.79,55.79,0
54.93,63.75,28.9,6.41,18.36,14.87,55.79,52.74,0
63.75,66.08,6.41,10.41,14.87,13.87,52.74,52.74,0
66.08,29.15,10.41,46.93,13.87,78.06,52.74,88.27,1
29.15,30.15,46.93,46.93,78.06,81.06,88.27,88.27,1
30.15,50.39,46.93,3.53,81.06,10.98,88.27,52.52,1
68.14,72.14,18.15,17.15,10.54,9.54,59.13,59.13,0
72.14,61.44,17.15,15.79,9.54,19.51,59.13,51.11,0
61.44,64.01,15.79,14.79,19.51,21.51,51.11,51.11,0
64.01,98.29,14.79,36.74,21.51,58.27,51.11,23.76,1
98.29,101.29,36.74,35.74,58.27,58.27,23.76,23.76,1
101.29,59.34,35.74,11.27,58.27,14.26,23.76,56.82,1
68.21,67.82,17.04,20.04,13.73,13.73,51.08,51.08,0
67.82,66.91,20.04,6.21,13.73,14.39,51.08,56.73,0
66.91,67.65,6.21,8.21,14.39,18.39,56.73,56.73,0
67.65,98.95,8.21,0.33,18.39,3.84,56.73,23.82,1
98.95,100.63,0.33,3.33,3.84,2.84,23.82,23.82,1
100.63,54.77,3.33,21.4,2.84,19.32,23.82,64.67,1
59.25,60.74,12.66,11.66,18.92,19.92,61.07,61.07,0
60.74,51.55,11.66,13.54,19.92,19.2,61.07,59.66,0
51.55,52.58,13.54,14.54,19.2,24.2,59.66,59.66,0
52.58,83.76,14.54,35.86,24.2,71.02,59.66,80.76,1
83.76,83.76,35.86,38.86,71.02,69.02,80.76,80.76,1
83.76,65.46,38.86,7.62,69.02,15.53,80.76,67.3,1
60.54,61.6,21.67,22.67,12.33,10.33,63.21,63.21,0
61.6,66.14,22.67,8.95,10.33,19.1,63.21,64.27,0
66.14,66.13,8.95,13.95,19.1,23.1,64.27,64.27,0
66.13,17.78,13.95,33.13,23.1,6.75,64.27,84.84,1
17.78,22.52,33.13,33.13,6.75,7.75,84.84,84.84,1
22.52,57.37,33.13,26.3,7.75,17.17,84.84,56.38,1
62.84,64.35,1.92,-0.08,12.73,16.73,54.39,54.39,0
64.35,51.31,-0.08,18.47,16.73,10.08,54.39,59.38,0
51.31,51.57,18.47,21.47,10.08,10.08,59.38,59.38,0
51.57,93.73,21.47,5.49,10.08,69.25,59.38,40.14,1
93.73,95.43,5.49,5.49,69.25,68.25,40.14,40.14,1
95.43,61.25,5.49,9.11,68.25,15.61,40.14,55.86,1
69.98,72.26,25.63,25.63,16.79,17.79,67.9,67.9,0
72.26,64.08,25.63,9.49,17.79,14.23,67.9,57.25,0
64.08,65.37,9.49,9.49,14.23,18.23,57.25,57.25,0
65.37,87.15,9.49,20.33,18.23,99.69,57.25,24.5,1
87.15,88.59,20.33,19.33,99.69,103.69,24.5,24.5,1
88.59,53.45,19.33,2.65,103.69,15.51,24.5,64.21,1
68.86,72.47,5.21,5.21,10.08,9.08,56.29,56.29,0
72.47,65.03,5.21,26.36,9.08,18.42,56.29,59.46,0
65.03,66.47,26.36,26.36,18.42,22.42,59.46,59.46,0
66.47,75.75,26.36,28.86,22.42,4.75,59.46,20.0,1
75.75,74.94,28.86,33.86,4.75,9.75,20.0,20.0,1
74.94,58.58,33.86,9.32,9.75,14.52,20.0,53.46,1
51.81,55.25,12.6,13.6,16.42,21.42,54.81,54.81,0
55.25,57.35,13.6,12.48,21.42,15.78,54.81,55.56,0
57.35,60.58,12.48,13.48,15.78,18.78,55.56,55.56,0
60.58,32.23,13.48,5.73,18.78,0.26,55.56,0.17,1
32.23,37.1,5.73,8.73,0.26,2.26,0.17,0.17,1
37.1,63.6,8.73,16.81,2.26,15.84,0.17,61.92,1
66.45,69.66,1.25,6.25,13.34,16.34,57.03,57.03,0
69.66,56.54,6.25,2.2,16.34,18.65,57.03,62.85,0
56.54,59.61,2.2,4.2,18.65,17.65,62.85,62.85,0
59.61,37.11,4.2,20.48,17.65,61.64,62.85,17.38,1
37.11,36.94,20.48,24.48,61.64,64.64,17.38,17.38,1
36.94,68.12,24.48,13.32,64.64,12.94,17.38,62.54,1
61.64,62.73,22.8,20.8,15.08,15.08,63.72,63.72,0
62.73,51.78,20.8,27.84,15.08,14.7,63.72,63.02,0
51.78,54.43,27.84,25.84,14.7,17.7,63.02,63.02,0
54.43,18.58,25.84,44.18,17.7,64.63,63.02,41.09,1
18.58,20.19,44.18,44.18,64.63,65.63,41.09,41.09,1
20.19,62.89,44.18,3.09,65.63,16.23,41.09,50.91,1
67.86,70.71,20.19,23.19,15.6,17.6,69.03,69.03,0
70.71,55.75,23.19,2.77,17.6,10.48,69.03,59.78,0
55.75,55.75,2.77,2.77,10.48,12.48,59.78,59.78,0
55.75,80.44,2.77,22.32,12.48,86.61,59.78,87.95,1
80.44,82.96,22.32,26.32,86.61,89.61,87.95,87.95,1
82.96,58.86,26.32,19.97,89.61,14.75,87.95,53.15,1
60.18,63.18,8.42,12.42,18.53,22.53,63.64,63.64,0
63.18,52.26,12.42,3.72,22.53,16.48,63.64,55.72,0
52.26,55.02,3.72,3.72,16.48,16.48,55.72,55.72,0
55.02,14.61,3.72,28.42,16.48,9.26,55.72,94.76,1
14.61,17.56,28.42,29.42,9.26,12.26,94.76,94.76,1
17.56,55.98,29.42,21.51,12.26,18.3,94.76,55.05,1
62.13,63.36,29.6,28.6,11.9,12.9,50.43,50.43,0
63.36,54.58,28.6,29.04,12.9,14.43,50.43,59.81,0
54.58,57.92,29.04,30.04,14.43,14.43,59.81,59.81,0
57.92,91.91,30.04,31.94,14.43,34.93,59.81,37.93,1
91.91,92.6,31.94,30.94,34.93,37.93,37.93,37.93,1
92.6,58.04,30.94,23.27,37.93,18.68,37.93,54.46,1
64.0,68.68,3.36,7.36,12.58,15.58,65.97,65.97,0
68.68,50.24,7.36,29.25,15.58,13.2,65.97,64.01,0
50.24,52.25,29.25,29.25,13.2,12.2,64.01,64.01,0
52.25,10.35,29.25,23.77,12.2,1.88,64.01,87.42,1
10.35,13.66,23.77,26.77,1.88,5.88,87.42,87.42,1
13.66,55.72,26.77,0.11,5.88,12.64,87.42,50.79,1
64.21,62.23,8.95,7.95,13.27,13.27,56.55,56.55,0
62.23,50.52,7.95,27.08,13.27,18.77,56.55,67.6,0
50.52,49.23,27.08,32.08,18.77,22.77,67.6,67.6,0
49.23,82.5,32.08,3.64,22.77,83.02,67.6,76.71,1
82.5,86.95,3.64,5.64,83.02,87.02,76.71,76.71,1
86.95,63.0,5.64,24.33,87.02,17.83,76.71,52.06,1
56.0,55.87,6.97,11.97,17.86,21.86,60.3,60.3,0
55.87,62.8,11.97,11.26,21.86,13.99,60.3,65.93,0
62.8,64.76,11.26,15.26,13.99,16.99,65.93,65.93,0
64.76,97.24,15.26,13.56,16.99,3.64,65.93,76.8,1
97.24,99.37,13.56,16.56,3.64,8.64,76.8,76.8,1
99.37,50.6,16.56,25.67,8.64,10.87,76.8,63.78,1
68.69,71.69,9.94,9.94,17.04,21.04,65.97,65.97,0
71.69,60.97,9.94,0.13,21.04,19.03,65.97,63.84,0
60.97,60.64,0.13,-0.87,19.03,19.03,63.84,63.84,0
60.64,38.47,-0.87,28.83,19.03,39.52,63.84,87.42,1
38.47,40.06,28.83,31.83,39.52,43.52,87.42,87.42,1
40.06,57.99,31.83,2.13,43.52,15.22,87.42,66.54,1
54.03,52.09,24.74,26.74,14.83,12.83,67.88,67.88,0
52.09,59.96,26.74,25.08,12.83,19.61,67.88,58.49,0
59.96,58.96,25.08,29.08,19.61,22.61,58.49,58.49,0
58.96,88.72,29.08,9.17,22.61,7.78,58.49,91.45,1
88.72,91.53,9.17,11.17,7.78,7.78,91.45,91.45,1
91.53,67.62,11.17,0.25,7.78,17.56,91.45,61.88,1
67.2,68.12,12.96,16.96,19.08,21.08,68.2,68.2,0
68.12,57.3,16.96,8.52,21.08,11.21,68.2,60.72,0
57.3,58.6,8.52,7.52,11.21,11.21,60.72,60.72,0
58.6,13.85,7.52,43.66,11.21,83.72,60.72,22.11,1
13.85,16.97,43.66,41.66,83.72,85.72,22.11,22.11,1
16.97,60.82,41.66,25.03,85.72,18.6,22.11,68.81,1
51.47,51.18,27.06,31.06,14.5,13.5,64.12,64.12,0
51.18,63.16,31.06,4.61,13.5,14.07,64.12,69.05,0
63.16,62.77,4.61,7.61,14.07,14.07,69.05,69.05,0
62.77,90.95,7.61,44.27,14.07,79.82,69.05,94.89,1
90.95,90.07,44.27,43.27,79.82,83.82,94.89,94.89,1
90.07,58.24,43.27,10.09,83.82,16.66,94.89,64.37,1
60.43,60.93,12.37,11.37,13.65,12.65,60.29,60.29,0
60.93,63.95,11.37,10.61,12.65,12.83,60.29,53.53,0
63.95,68.32,10.61,11.61,12.83,15.83,53.53,53.53,0
68.32,99.3,11.61,7.69,15.83,80.5,53.53,26.18,1
99.3,100.7,7.69,7.69,80.5,79.5,26.18,26.18,1
100.7,66.29,7.69,8.3,79.5,17.4,26.18,50.55,1
61.06,64.25,9.39,10.39,14.36,17.36,65.15,65.15,0
64.25,54.89,10.39,13.55,17.36,14.61,65.15,67.47,0
54.89,55.2,13.55,11.55,14.61,14.61,67.47,67.47,0
55.2,3.0,11.55,56.66,14.61,96.9,67.47,37.14,1
3.0,2.72,56.66,60.66,96.9,100.9,37.14,37.14,1
2.72,57.07,60.66,4.94,100.9,18.31,37.14,63.96,1
62.8,60.96,24.19,25.19,15.31,17.31,56.23,56.23,0
60.96,56.28,25.19,13.42,17.31,18.9,56.23,63.53,0
56.28,59.27,13.42,15.42,18.9,22.9,63.53,63.53,0
59.27,28.01,15.42,27.69,22.9,44.22,63.53,78.09,1
28.01,31.49,27.69,31.69,44.22,49.22,78.09,78.09,1
31.49,50.31,31.69,0.76,49.22,12.26,78.09,56.4,1
66.1,66.95,11.9,14.9,11.38,10.38,56.86,56.86,0
66.95,69.51,14.9,7.68,10.38,14.36,56.86,50.33,0
69.51,72.81,7.68,6.68,14.36,17.36,50.33,50.33,0
72.81,12.7,6.68,32.57,17.36,6.41,50.33,76.38,1
12.7,16.21,32.57,33.57,6.41,5.41,76.38,76.38,1
16.21,57.75,33.57,25.35,5.41,12.02,76.38,66.73,1
50.4,53.09,8.76,13.76,19.83,21.83,65.08,65.08,0
53.09,65.08,13.76,22.26,21.83,18.72,65.08,68.12,0
65.08,64.47,22.26,22.26,18.72,19.72,68.12,68.12,0
64.47,25.92,22.26,42.71,19.72,5.66,68.12,81.2,1
25.92,28.67,42.71,47.71,5.66,9.66,81.2,81.2,1
28.67,50.72,47.71,10.37,9.66,11.51,81.2,69.14,1
65.44,66.09,6.47,6.47,19.03,17.03,55.71,55.71,0
66.09,63.87,6.47,24.31,17.03,14.6,55.71,60.75,0
63.87,64.68,24.31,27.31,14.6,15.6,60.75,60.75,0
64.68,89.84,27.31,38.57,15.6,2.59,60.75,86.4,1
89.84,89.17,38.57,40.57,2.59,2.59,86.4,86.4,1
89.17,68.25,40.57,28.6,2.59,16.29,86.4,54.1,1
60.35,58.58,5.41,4.41,15.17,15.17,50.6,50.6,0
58.58,54.06,4.41,25.98,15.17,13.57,50.6,58.86,0
54.06,54.06,25.98,24.98,13.57,14.57,58.86,58.86,0
54.06,6.26,24.98,35.91,14.57,98.33,58.86,42.0,1
6.26,8.26,35.91,36.91,98.33,101.33,42.0,42.0,1
8.26,64.77,36.91,23.65,101.33,17.16,42.0,59.99,1
63.63,64.6,29.8,28.8,14.52,17.52,63.87,63.87,0
64.6,51.76,28.8,6.76,17.52,19.87,63.87,63.66,0
51.76,55.76,6.76,7.76,19.87,19.87,63.66,63.66,0
55.76,84.71,7.76,54.9,19.87,2.24,63.66,29.44,1
84.71,85.71,54.9,53.9,2.24,1.24,29.44,29.44,1
85.71,52.02,53.9,17.34,1.24,14.58,29.44,66.86,1
66.12,67.61,25.12,28.12,14.07,14.07,67.73,67.73,0
67.61,54.96,28.12,0.12,14.07,13.93,67.73,62.39,0
54.96,55.96,0.12,1.12,13.93,18.93,62.39,62.39,0
55.96,88.4,1.12,26.58,18.93,54.75,62.39,79.77,1
88.4,92.91,26.58,24.58,54.75,52.75,79.77,79.77,1
92.91,57.14,24.58,28.12,52.75,10.75,79.77,58.84,1
67.54,70.43,1.27,-0.73,13.35,13.35,54.33,54.33,0
70.43,61.97,-0.73,13.19,13.35,10.63,54.33,59.12,0
61.97,63.51,13.19,11.19,10.63,10.63,59.12,59.12,0
63.51,12.83,11.19,49.9,10.63,7.37,59.12,89.28,1
12.83,15.09,49.9,48.9,7.37,10.37,89.28,89.28,1
15.09,61.24,48.9,9.76,10.37,18.35,89.28,56.22,1
51.77,51.57,23.03,22.03,11.56,14.56,61.19,61.19,0
51.57,57.45,22.03,20.14,14.56,12.82,61.19,58.53,0
57.45,56.37,20.14,23.14,12.82,14.82,58.53,58.53,0
56.37,40.83,23.14,3.86,14.82,9.69,58.53,30.03,1
40.83,42.06,3.86,2.86,9.69,8.69,30.03,30.03,1
42.06,65.04,2.86,2.4,8.69,17.0,30.03,55.27,1
67.24,69.64,19.17,18.17,10.09,10.09,64.24,64.24,0
69.64,63.22,18.17,13.72,10.09,12.42,64.24,62.4,0
63.22,66.58,13.72,17.72,12.42,14.42,62.4,62.4,0
66.58,13.35,17.72,9.82,14.42,38.96,62.4,94.13,1
13.35,12.97,9.82,12.82,38.96,40.96,94.13,94.13,1
12.97,50.83,12.82,24.5,40.96,10.06,94.13,67.88,1
50.49,54.52,13.95,12.95,10.93,15.93,60.03,60.03,0
54.52,54.75,12.95,7.05,15.93,16.28,60.03,66.35,0
54.75,55.44,7.05,10.05,16.28,18.28,66.35,66.35,0
55.44,47.22,10.05,50.54,18.28,9.95,66.35,13.8,1
47.22,48.14,50.54,49.54,9.95,14.95,13.8,13.8,1
48.14,52.67,49.54,29.63,14.95,17.96,13.8,55.08,1
59.94,59.61,23.0,24.0,14.08,12.08,67.0,67.0,0
59.61,55.65,24.0,29.62,12.08,16.57,67.0,67.99,0
55.65,56.4,29.62,29.62,16.57,20.57,67.99,67.99,0
56.4,87.62,29.62,17.08,20.57,22.43,67.99,83.52,1
87.62,92.44,17.08,21.08,22.43,22.43,83.52,83.52,1
92.44,50.33,21.08,9.85,22.43,16.97,83.52,57.92,1
58.7,60.09,7.77,11.77,14.38,14.38,57.15,57.15,0
60.09,59.05,11.77,13.63,14.38,18.48,57.15,59.39,0
59.05,58.47,13.63,17.63,18.48,22.48,59.39,59.39,0
58.47,99.57,17.63,36.97,22.48,20.16,59.39,79.83,1
99.57,99.81,36.97,35.97,20.16,20.16,79.83,79.83,1
99.81,69.8,35.97,12.43,20.16,12.54,79.83,52.87,1
59.96,58.5,14.33,16.33,17.47,18.47,55.22,55.22,0
58.5,66.83,16.33,22.0,18.47,13.68,55.22,65.34,0
66.83,65.95,22.0,23.0,13.68,16.68,65.34,65.34,0
65.95,19.65,23.0,24.91,16.68,0.26,65.34,18.82,1
19.65,21.0,24.91,22.91,0.26,3.26,18.82,18.82,1
21.0,67.47,22.91,0.39,3.26,15.69,18.82,53.0,1
59.77,59.77,3.25,4.25,10.55,11.55,65.89,65.89,0
59.77,55.93,4.25,11.81,11.55,16.94,65.89,64.87,0
55.93,60.78,11.81,11.81,16.94,21.94,64.87,64.87,0
60.78,15.5,11.81,57.74,21.94,6.93,64.87,43.75,1
15.5,14.5,57.74,58.74,6.93,4.93,43.75,43.75,1
14.5,55.59,58.74,18.36,4.93,19.27,43.75,68.46,1
64.21,68.19,17.58,19.58,11.15,13.15,69.51,69.51,0
68.19,66.63,19.58,10.6,13.15,13.12,69.51,52.46,0
66.63,68.69,10.6,9.6,13.12,18.12,52.46,52.46,0
68.69,11.78,9.6,56.24,18.12,6.38,52.46,14.86,1
11.78,15.78,56.24,61.24,6.38,11.38,14.86,14.86,1
15.78,55.08,61.24,11.32,11.38,10.66,14.86,67.98,1
60.78,65.7,15.6,14.6,10.48,12.48,61.9,61.9,0
65.7,60.68,14.6,3.23,12.48,15.22,61.9,68.0,0
60.68,59.67,3.23,2.23,15.22,15.22,68.0,68.0,0
59.67,20.8,2.23,2.41,15.22,2.26,68.0,99.17,1
20.8,24.8,2.41,6.41,2.26,4.26,99.17,99.17,1
24.8,53.81,6.41,29.22,4.26,10.65,99.17,50.98,1
53.58,54.53,7.91,6.91,15.11,14.11,68.61,68.61,0
54.53,59.45,6.91,11.28,14.11,16.72,68.61,51.46,0
59.45,57.56,11.28,11.28,16.72,19.72,51.46,51.46,0
57.56,98.97,11.28,12.56,19.72,22.73,51.46,76.94,1
98.97,99.33,12.56,15.56,22.73,26.73,76.94,76.94,1
99.33,50.65,15.56,23.24,26.73,17.23,76.94,55.08,1
65.52,66.99,1.0,1.0,15.87,18.87,58.67,58.67,0
66.99,51.62,1.0,9.29,18.87,13.95,58.67,52.28,0
51.62,54.95,9.29,13.29,13.95,15.95,52.28,52.28,0
54.95,28.36,13.29,59.16,15.95,56.08,52.28,9.07,1
28.36,27.89,59.16,58.16,56.08,61.08,9.07,9.07,1
27.89,67.4,58.16,7.0,61.08,15.31,9.07,58.94,1
57.39,56.39,10.68,14.68,19.85,21.85,69.77,69.77,0
56.39,62.75,14.68,17.76,21.85,10.46,69.77,54.59,0
62.75,64.7,17.76,16.76,10.46,8.46,54.59,54.59,0
64.7,10.16,16.76,6.03,8.46,5.69,54.59,32.7,1
10.16,9.6,6.03,11.03,5.69,9.69,32.7,32.7,1
9.6,53.63,11.03,23.02,9.69,15.5,32.7,56.11,1
61.84,61.95,3.4,7.4,19.22,18.22,52.3,52.3,0
61.95,53.35,7.4,0.83,18.22,16.95,52.3,69.55,0
53.35,55.67,0.83,2.83,16.95,16.95,69.55,69.55,0
55.67,0.63,2.83,16.83,16.95,51.23,69.55,19.47,1
0.63,4.49,16.83,16.83,51.23,54.23,19.47,19.47,1
4.49,69.81,16.83,8.05,54.23,10.91,19.47,56.18,1
50.83,53.5,12.48,14.48,19.18,18.18,63.9,63.9,0
53.5,63.27,14.48,10.29,18.18,16.74,63.9,62.82,0
63.27,67.51,10.29,14.29,16.74,19.74,62.82,62.82,0
67.51,86.61,14.29,27.75,19.74,8.63,62.82,30.69,1
86.61,90.02,27.75,29.75,8.63,12.63,30.69,30.69,1
90.02,54.37,29.75,24.24,12.63,12.82,30.69,56.66,1
50.4,48.64,13.58,16.58,10.22,13.22,53.41,53.41,0
48.64,61.78,16.58,18.01,13.22,15.22,53.41,56.94,0
61.78,64.15,18.01,16.01,15.22,19.22,56.94,56.94,0
64.15,79.58,16.01,11.42,19.22,7.69,56.94,75.28,1
79.58,83.58,11.42,9.42,7.69,7.69,75.28,75.28,1
83.58,61.67,9.42,25.25,7.69,15.72,75.28,61.89,1
62.52,64.52,26.84,29.84,17.23,15.23,62.83,62.83,0
64.52,58.88,29.84,7.47,15.23,14.98,62.83,50.22,0
58.88,60.74,7.47,10.47,14.98,14.98,50.22,50.22,0
60.74,81.05,10.47,6.87,14.98,95.25,50.22,87.38,1
81.05,83.98,6.87,7.87,95.25,99.25,87.38,87.38,1
83.98,62.24,7.87,29.87,99.25,17.43,87.38,64.9,1
59.66,62.85,17.04,20.04,17.34,21.34,57.52,57.52,0
62.85,67.64,20.04,28.21,21.34,19.19,57.52,54.95,0
67.64,66.26,28.21,27.21,19.19,23.19,54.95,54.95,0
66.26,48.74,27.21,55.8,23.19,0.9,54.95,97.96,1
48.74,52.12,55.8,55.8,0.9,4.9,97.96,97.96,1
52.12,62.7,55.8,8.32,4.9,14.61,97.96,64.62,1
65.18,68.18,21.48,20.48,19.17,19.17,64.77,64.77,0
68.18,53.28,20.48,25.65,19.17,12.87,64.77,56.59,0
53.28,57.33,25.65,25.65,12.87,13.87,56.59,56.59,0
57.33,82.51,25.65,40.84,13.87,4.01,56.59,35.95,1
82.51,84.95,40.84,45.84,4.01,5.01,35.95,35.95,1
84.95,66.74,45.84,28.27,5.01,15.73,35.95,69.71,1
65.83,65.91,27.14,25.14,14.14,17.14,55.46,55.46,0
65.91,58.19,25.14,20.45,17.14,12.13,55.46,51.9,0
58.19,57.54,20.45,21.45,12.13,10.13,51.9,51.9,0
57.54,94.49,21.45,56.62,10.13,8.85,51.9,94.79,1
94.49,95.35,56.62,59.62,8.85,10.85,94.79,94.79,1
95.35,53.52,59.62,3.92,10.85,18.56,94.79,57.85,1
51.46,53.42,20.34,19.34,11.91,16.91,67.59,67.59,0
53.42,66.97,19.34,18.96,16.91,19.9,67.59,58.67,0
66.97,69.91,18.96,16.96,19.9,22.9,58.67,58.67,0
69.91,93.25,16.96,36.31,22.9,6.69,58.67,86.35,1
93.25,94.79,36.31,38.31,6.69,4.69,86.35,86.35,1
94.79,52.56,38.31,5.3,4.69,17.92,86.35,62.68,1
63.19,66.42,14.36,17.36,15.74,14.74,59.65,59.65,0
66.42,56.48,17.36,13.25,14.74,11.94,59.65,52.07,0
56.48,60.52,13.25,15.25,11.94,15.94,52.07,52.07,0
60.52,98.69,15.25,48.24,15.94,91.71,52.07,88.54,1
98.69,101.01,48.24,53.24,91.71,95.71,88.54,88.54,1
101.01,66.16,53.24,1.99,95.71,15.4,88.54,69.86,1
61.41,61.94,0.88,-1.12,18.51,17.51,60.15,60.15,0
61.94,62.1,-1.12,25.75,17.51,12.91,60.15,64.02,0
62.1,64.81,25.75,28.75,12.91,17.91,64.02,64.02,0
64.81,96.37,28.75,5.65,17.91,5.22,64.02,10.86,1
96.37,94.89,5.65,3.65,5.22,6.22,10.86,10.86,1
94.89,61.27,3.65,27.13,6.22,11.92,10.86,62.84,1
51.94,52.86,16.03,19.03,11.18,11.18,66.76,66.76,0
52.86,66.12,19.03,5.16,11.18,13.2,66.76,64.26,0
66.12,67.37,5.16,7.16,13.2,11.2,64.26,64.26,0
67.37,31.78,7.16,15.65,11.2,67.76,64.26,22.93,1
31.78,33.57,15.65,17.65,67.76,68.76,22.93,22.93,1
33.57,64.42,17.65,24.82,68.76,11.59,22.93,59.49,1
53.67,56.92,16.8,18.8,18.16,20.16,60.62,60.62,0
56.92,69.14,18.8,19.13,20.16,13.02,60.62,55.94,0
69.14,70.74,19.13,17.13,13.02,13.02,55.94,55.94,0
70.74,16.53,17.13,55.6,13.02,9.51,55.94,20.9,1
16.53,16.88,55.6,58.6,9.51,13.51,20.9,20.9,1
16.88,56.23,58.6,9.74,13.51,15.98,20.9,62.49,1
64.28,67.28,18.06,21.06,18.91,18.91,52.62,52.62,0
67.28,65.56,21.06,17.28,18.91,10.1,52.62,68.42,0
